text	label
等你回来聚会啊！[哈哈] //@三摩地帮主:好好吃吧，我给@侯新庆 侯哥打电话，慰问一下[哈哈][哈哈]大师兄辛苦哦，[鼓掌]	1
坚持，所以拥有希望[馋嘴]//@芭莎珠宝敬静:我笨我骄傲。[嘻嘻] //@珍珠皇后和茉莉珠宝:转发微博	1
应该是穷人乍富，好像郊区的拆迁户一样 //@老王年方一十八:我其实特别欣赏这支球队、球员及其球迷身上所散发的天然的不加修饰的暴发户的气质！显得特别贵族，充分显示了什么叫小人得志！[挖鼻屎][鼓掌]	1
谢谢杨总推荐，晚安[鼓掌]	1
Team集体旷工，一起去郊游耶[爱你]向大觉寺出发喽[哈哈]	1
最后一道菜在雨中完成，[嘻嘻]	1
我在第四届北京青年相声节传统相声邀请赛现场，@嘻哈包袱铺王惟 @百变连旭 两位嘻哈包袱铺的元老按照行话可谓是名副其实的娃娃腿儿，今天参赛准备的是一段最具知识性的传统活《铃铛谱》，如果上学时候那些枯燥的文化课程用相声来表演讲解，估计主页君我考上北大就势在必得了[哈哈][哈哈][哈哈]	1
回复@晴天小迷糊:好像夏天快要来了[吃惊] // すぐにも夏が来そうだね[吃惊] //@晴天小迷糊:广州现在24度~~嘻嘻~[嘻嘻]	1
//@未成年人勿进: [哈哈]	1
我爱家乡的清水煮碱粽。[太开心]	1
#五折烤鸭优惠券等您来拿！#[礼物]现在通过淘点点手机APP预订一花一叶咖餐厅堂食座位，可免费领取一花一叶五折烤鸭兑换券，立省59元起。粉粉们，快来一花一叶淘点点手机餐厅抢吧！[鼓掌]	1
[哈哈]//@菲弄潮儿: [哈哈][哈哈][哈哈]//@疗伤心理学: 要不要这么逗啊~[哈哈]	1
就是这样子的呀！[哈哈]	1
那就关注@龙腾精英超级模特大赛 的微博吧~咱们微博上看比赛[嘻嘻]//@Im晓粉: 我 2号回杭州咯就[泪] //@贝贝9603:11月3号来看我们的大赛啊！	1
灿烂的心情才会有灿烂的人生[鼓掌]//@行者1020: 因为每天都是新的！ //@美食健康顾问:开心的时候要漂亮，不开心的时候更要漂亮！	1
回复@纯棉婚姻:真被秒到了~否则也不会在它面前停驻很长时间~[哈哈] //@纯棉婚姻:哈哈，用温柔的眼神杀死你。。。	1
回复@林风徐徐:我们也很期待！此前的媒体采访都链接在围脖里了，慢慢找吧！[哈哈]这次的俺争取直播给你啊！ //@林风徐徐:期待看专访，哪能看到？ //@赵骋夫妇之昊游中国:回复@wintersweet_0:[呵呵]榜样的力量！[威武]	1
爸爸最早起的名子，我就是刘小?，现在小女又回来了！明天开始叫我刘小?吧![爱你]	1
为欢迎@杨淇羽 小姐的宝书到我家做客，今晚我亲手为它制作了一件漂亮的“家居服”，[兔子]所以Miss杨请放心，我会好好照顾它哒，谢谢你哟！[爱你]	1
太超值咯~~[鼓掌]//@福州名城豪生大酒店: 豪华尊享7晚2999元净价优惠哦~[招财]	1
[哈哈] 据说，刺猬吃了盐巴会像人一样“咳咳”地咳。//@西西蓝：我想说，原来刺猬长得这么可爱吗？没有这个角度看过刺猬。//@江南Ricardo：[抱抱] //@可爱宠物中心：介个笑话太冷啦~~[偷笑]	1
[花心]//@绿茵战士: 一哥要不当明星都耽误了[哈哈]	1
回复@兰兰的兰兰:小编我连喝豆汁都修炼出来了！[偷乐] //@兰兰的兰兰:回复@北京姚记炒肝店-官方:[哈哈]之前真心不喜欢吃，但是这次吃了大大一碗	1
[鼓掌] #方家美食工作室#	1
是@潮汕渔家 ，不好意思，我再转发一下啦，地址的话，大家可以直接看他家微博哦！[可爱]	1
回复@博斐秀禾tina肖:因为我知道自从你来到博斐秀禾后才变得漂亮的[偷笑] //@博斐秀禾tina肖:回复@陈玉霞博斐秀禾:[不好意思]你咋知道呢，那晒得黑的就看见眼睛和牙了，不过很爽[嘻嘻]	1
[得意地笑]//@sun_昊枫林: [ppb鼓掌][鼓掌][给力]//@武程翔: [鼓掌]//@水云-仙子: 主帖发了不到48小时，阅读量现在已经是2.7万啦！掌声在哪里？[嘻嘻]	1
软浆叶煮汤太治愈了。叶片肉而光，脆而滑，介于小菠菜和秋葵之间，一切刚刚好。一定洒两三颗花椒，最好是成熟馨香的大红袍，不尖锐的麻在沸水中散开，消解了叶的微涩，却放大和延续了叶的清甜，舒服得想记一辈子的软浆叶味。汤也赞，喝光发一身微汗，所有不确定感随之遣散[可爱]	1
别国开会是如何解决问题起争端，我国是“和谐社会，空前盛世”没有问题，走走形式！[哈哈]	1
当然。。。。[哈哈]	1
这是一个客户订的，不零卖啦，没法开价[汗]//@加油的小邹:什么时候做好呢？我也订购些[爱你]	1
回复 @吴楠-楠梓:风景也不错！ //@吴楠-楠梓:半包围结构～ //@简红明:回复 @邓广?:我来蹭饭。[哈哈]  //@邓广?:Leon哥哥来hdtMEDIA检查工作？	1
[哈哈] //@成都同城会:高端大气上档次√	1
女神太美了 周末愉快！[哈哈] //@桂纶镁:喜???的描?。嘿，周末愉快！	1
大家早啊~正在收拾行李中~8：00准时出发~大连的朋友们我来了[太开心]话说只睡了3个半小时的小潘真心困[打哈气][打哈气][打哈气]车上补一觉[奥特曼]	1
我是绿色的小青蛙！呱呱~我是远看很瘦的小青蛙~呱呱呱~~[嘻嘻]	1
喜欢你的喜欢！[鼓掌]	1
今天我是调酒师[爱你]@武汉万达威斯汀酒店	1
单反单反啊。。[太开心][鼓掌]	1
碧?泉??男士超保??惠套?7件套特?712元，可送男士??情人??拜物哦[呵呵][嘻嘻]	1
【#我爱满堂彩#――精彩回顾】大伙儿去过英国吗？要是没去过但您又想再朋友面前吹几句，嘿嘿，这好说，看看本期的“我爱满堂彩”中的相声《学舞蹈》吧。绝对让您受益匪浅。不过仅供娱乐，乐呵乐呵就成了~~[哈哈][哈哈]@德???? @师父我想你_郑好 http://t.cn/8s5pmiP	1
//@怀念那抹忧伤:[吃惊]//@夫子戆:[哈哈]天天的粉丝对我一条羞辱他的帖子大肆攻击，说我下流。这贴子证明，他龟孙子比老子下流多了。	1
@Possible-Cafe 预定的终于吃上了！[哈哈]	1
偶们在8000M主题餐厅晒太阳~生活很美好~[亲亲]	1
回复@经典-女人:一个人 //@经典-女人:回复@杨亚天:上联：经典-女人，下联：知心-姐姐。求横批[阴险] //@经典-女人:回复@杨亚天:必须叫哈[偷笑] //@杨亚天:回复@知心-姐姐:[哈哈]明知不该叫姐姐，那是叫呢还是不叫呢	1
醒来大晴天，开心，让我们爱地球[爱你] //@更好小姐:爱地球，从自己做起！@董克平 @秦洲同 @郭小懒 @李小妮 @小宽胖 让我们一起爱地球！	1
[嘻嘻]中枪的有几个？	1
一早就看正能量！[哈哈]	1
看了@德乐梦香槟 发布的投票，突然觉得我们家特别适合拍赫本照[嘻嘻]，@陈乐博士 您看要不要找几套服装来拍上个几组[可爱]	1
买到了法国原产DGF高纯度可可含量72%的黑巧克力,你们说这大冬天的我做点什么好呢？[嘻嘻][嘻嘻][嘻嘻]	1
还在刷屏的亲们，这是向?靠拢的节奏吗？[嘻嘻]响应“地球一小时”，小伙伴们还可以早睡一小时！	1
换了电脑就是不一样。机子不卡了，工作效率也高了，打字也有劲了[哈哈]	1
公交卡福利[哈哈]：上车只需晒卡（无需刷卡），无卡乘客请买票。 我在这里:http://t.cn/zj5hc1m	1
太可爱了 //@全球奇闻趣事: 笑喷了！[哈哈]	1
郑老师，有才的永远不知道没才的多没才，没才的永远不知道有才的多有才[哈哈]/@郑渊洁: 我喜欢老弗这句诗：我选了一条人迹稀少的路行走，结果后来的一切都截然不同。[good]	1
我们小编也要去//@旅游新生活: 回复@完美女人俏俏俏:呵呵听说熏衣草开得正旺，近期抽空去看看你，也看看它...[可爱][爱你][太开心]@河南旅游新生活杂志 @河南旅游张林治 @河南酒店BOSS堂 //@完美女人俏俏俏:可想可想可想您了，美女何时再来？最大的店--驻马店，等您再来	1
哈哈，这个可以有！6月份我计划环一下洱海 //@英伦西德的老道:回来组建个骑行队//@韦道甫:骑完腾冲之后，现在骑个二几十公里跟玩似的[哈哈][哈哈]	1
咱比比回去谁长得肉多哈~！[哈哈][嘻嘻][酷]	1
#北京美食地图#推荐异常火爆的水晶烤肉～他家的特点自然就是水晶烤盘了，不容易糊，不用换频道换篦子，让服务员用水和专用的铲子清一下就好；推荐原味水晶五花肉（及各种肉），肉非常厚实，经过适度的烤制能做到边缘焦脆，肉质非常紧实，一口下去那是灰常满足[哈哈]（@霍VV 投稿）	1
一个朋友说：他要在2013年1月4日领证。我问为啥？他说那是个好日子！你们知道是什么日子吗？？？[哈哈]	1
[鼓掌]每天开心笑，累了就睡觉，饿了就回西西家吃饭，就这么开开心心走下去~~~[耍花灯]	1
回复@康珠:谢亲[太阳] //@康珠:生日快乐。 //@明星经纪貊苒MoRan:起哄是吧？跟我一块儿打[嘻嘻] //@果果和团团:[鼓掌] //@明星经纪貊苒MoRan:回复@阿佳组合娜姆:必须哒[奥特曼][奥特曼][奥特曼]！刚从寺院出来，心很静…但不影响打坏人[haha][haha][haha][奥特曼]	1
#Joe美食#我很喜?吃?舌，喜??舌尖?骨的欲拒，喜??舌尖嫩肉的?迎，柔???的?一口感?法代替！[嘻嘻]各式各?的?舌包括台北老天?(性?比奇低)、海底?的??舌配麻辣?(?熟?爽口久煮後?嫩)、周黑?(偏硬)、?味(辣入骨子?的?)等等。新?了哈哈?的?舌加三?菜麻辣?，非凡啊！[嘻嘻]	1
//@Anry-Young: 一杯咖啡一次迷失，鼓浪屿就是这样具有小资情调的岛。[鼓掌]	1
终于毛爷爷来了[泪] 车上一共三位美女，毛爷爷这下高富帅了[哈哈]	1
太期待了 //@康小莉:亲情、爱情、兄弟情，咱一个也不能少[鼓掌][赞] //@电影匹夫:@张译粉丝团 @张译官网官方资讯 @康小莉	1
对@RK-471314FTZ 说：听说今天是你的生日，祝你生日快乐！天天开心 [嘻嘻]	1
我的鹌鹑姐，快乐生日!!!@工大小鹌鹑 [蛋糕]这周选一天过生日，喝酒吧!!!好期待呀[太开心][太开心][太开心]	1
闺蜜送的蒂芙尼项链? 我：最近我刚好在想tiffany的项链耶，你就送我了，那下次我要是想兰博基尼呢？闺蜜沉默了一下，然后淡定地说：那个，有点贵。。。[哈哈][哈哈]	1
#一句话证明你单身# 【离光棍节只剩4天了】光棍节又来啦你还单着吗，用一句话证明你还是单身，看看谁最能证明[哈哈]小西先来！一个人，一盘红烧肉，一顿晚餐，只有美食相伴！[悲伤]	1
@我不是开爷  //@冷笑话精选:婚后变身贤惠又生财的星座老婆有你吗？？[鼓掌]	1
不用送了，都给我吃掉算了[哈哈]	1
是中?女子排球?名?#薛明#推?你收藏[嘻嘻]//@乐驾者: @XF夏凡 这个是你姐妹吗？[围观]	1
#Happy攀丝Day#[太开心]	1
回复@塔儿哄1555:大哥，大晚上的可别追根溯源去啊。[嘻嘻] //@塔儿哄1555:先让别人回答吧，明天再答复吧[哈哈]	1
斑点儿狗骑自行车很happy[太开心]	1
又到周末，各位吃货们，或带家人，或和朋友，一起来串串家聚聚呗~[哈哈][嘻嘻][挤眼]	1
哈哈！苹果封嘴！哈啦子忍者！三老年痴呆！@胡大媛子 解气吧！@圈圈刘妍 @vincent单大胜sws @vincent单大胜sws @马_小川 @vivian田小小 @?? [哈哈]	1
是呢，那你为啥要来北京？[可爱]	1
诗情画意[鼓掌] //@诗韵梦寻: 秋日林芝，是一种淡然纯净的感动：蓝宝石般通透的尼洋河，像在灿烂阳光中翻飞起舞的鸟儿，当漫山树林出现第一片金黄色叶子时，它会迎着太阳一缕缕梳理羽毛，一抹抹温柔飒爽，一抹抹盈盈欲滴；波浪般的金色和蓝色，让我蛰伏在基因里的色彩记忆骤然复苏，万古荒野的寂静	1
吴老师这是每天早晨赶上课前刷[嘻嘻]围脖哈//@作家吴岩: //@万俟烈风: //@北星微博: //@科幻星云网: [哈哈] //@四川大学科幻协会:【活动回顾】周日@科幻世界姚海军 老师 《中美科幻产业》讲座的实录稿，感谢川大人报社记者@宁白瑞普 的整理，抄送@科幻世界 @贝拉娅 @作家吴岩	1
一秒钟提升女人气质，一支口红就搞定了~~！[亲亲]全新韩国stylenanda口红，嫩模圈全都传疯啦~直营代购店全色系降价特卖，多入几个色号啦！[心]抹了这货绝对嗲死人不偿命喔~：（去评论中找链接哦）	1
创意，这就是创意[哈哈] //@Li-Jianmin:我说我的钱总少 //@拿了桔子跑哇:[晕]//@moses_tang:[威武]//@群贤堂主: 靠//@Rapper老赛:OMG	1
回复@匪类也柔情8866:积极啊 //@匪类也柔情8866:大利侗寨位于榕江县城东面，距县城约23公里。我先度娘欣赏一下！ //@无须豆蔻:回复@匪类也柔情8866:黔东南榕江大利侗寨  //@匪类也柔情8866:这是在哪里？  //@无须豆蔻:值得去  //@DL小镜头大世界:好美的地方啊，我想去[嘻嘻][哈哈]	1
简单的幸福~[爱你]	1
wow//@QueennieY: GETTY corbis IC 完全都没拍到//@Letchik: //@Ed蔚: [爱你]	1
//@Travelzoo旅游族: 走起走起[带感] //@露阳宝贝: 帅呆啦[鼓掌][鼓掌][鼓掌]必须去 神马麻袋都弱爆了[嘻嘻][嘻嘻]//@宋晓峰_特古西加尔巴: //@猴菲菲:走起！终于不要签证了！	1
[嘻嘻][哈哈][爱你][晕][泪][馋嘴]	1
好口耐的说[太开心] //@王雨心Eviny:[抓狂] //@林小毛说:别闹。//@冯_大仙儿: 现在的狗狗越来越象人类了。。	1
小编是个乐观的人啊！ //@温都水城官方围脖:乐观面对~~[哈哈]	1
像个小人了[爱你]	1
设定好了就不用管它了吧，不用遥控吧。[偷笑]太好玩儿了。[嘻嘻]	1
[心]//@梁?琪: 非常期待[鼓掌]	1
哇！真帅气！真美丽！[爱你][爱你][爱你][心][心][心]	1
不但傻晴傻晴的，还有一小坨月酿[哈哈] 我在这里:http://t.cn/zj5Dt5X	1
期待小白兔们的光临！！[爱你]	1
#早安 me语#[微风][微风][微风]清晨张开双臂[甩甩手],伸展臂膀[甩甩手]，拥抱整个世界,你的好运就在前方[心]，不近不远，手拉手的距离，带着好心情追上前去![爱你] 新的一周开始了，来照喜庆的照片[羞嗒嗒]，今天大暑，你那里热吗？[风扇][风扇][风扇] 早~[太阳]	1
我带了@丹诗瑞官方微博 57克麻袋装，114克麻袋装牙买加蓝山咖啡各30包来@广州咖啡博览会 ，下午我就回杭州了，这几包豆，分享给所有爱蓝山咖啡的朋友们了。喜欢，你就过来抢吧！广州蓝粉福利，一杯咖啡的价格，带走一包蓝山咖啡豆。[嘻嘻]	1
未来美食的道路还会很长?????????????祝你成功[鼓掌]	1
汤老师辛苦[哈哈]	1
#你为什么去旅行# 同右[可爱] //@林大鹰鹰:#你为什么去旅行#为了释放、为了吸收，为了让生活更精彩... //@王超irwin:#你为什么去旅行#我来接。为了看看不同的世界。提问@神威 你为什么去旅行？	1
好吧哈哈哈 算你一个 //@胡子拉碴的胡子:我也……//@奥利奥Oh-My:@妲小妲 @老毒-高璐 @张菱轩  //@molly冯大小姐: @奥利奥Oh-My @qian2999 @JoannaZhangxue [哈哈]	1
[话筒]2011年1月，#海瓷#作为国礼，由胡锦涛主席赠送给美国总统奥巴马。2011年12月17日（星期六）下午3点，新兴外交国礼海瓷，即将低调奢华现身绿地?锦天府。FCC藏家会仅邀40位会员和爱家，共同见证海瓷西南地区独家首发，享奢华之夜。询186 2812 0880[鼓掌][鼓掌]@FCC韩健刚 @绿地锦天府	1
你要是妹子就给打折否则打折（蛇）[哈哈] //@通州小兵:可是我没有闺蜜啊，还给打折吗？[泪]//@风林火山私家牛板筋火锅:谜一样的小兵，38妇女节当天风林火山将对光临的妹子及闺蜜提供全单9折优惠，你要不要再过来露一小脸儿？妹子会很多呦～	1
[爱你][做鬼脸][呵呵][害羞]	1
@愚公欧洋 说得不就是你么？！哈哈[哈哈]//@蟹行_玲子:@逝去的一 你懂的	1
"@杜鹏硕 @口口雯儿 哈哈，这集经典 //@大ben乐:""女大九，手拉手，革命路上一块走”[嘻嘻]当年赵明明老讨喜了～?艰难转载"	1
秒拍#李云迪工体新年音乐会#，赢门票[耶][太开心] http://t.cn/8kmdagk（来自@秒拍 http://t.cn/zQwVyZf）	1
//@和玲_禾禾:[花心][鼓掌] //@新浪每日英语推荐:周五晚上什么的最喜欢了！[馋嘴]亲亲~最右//@桂纶镁:??[亲亲]	1
//@左小祖咒: [哈哈]//@河南摄影家:太有才了[哈哈]	1
又来@BoothsCake 感觉和上回一样奶油味道没有原来浓郁香滑，打发的稍过，虽然口感还相对是细腻但是质感不够顺滑。新款的芝士还是比较喜欢的，而且很讨巧的奶油和芝士结合相对显着更浓郁了些，但是建议放一回会更好因为会有冻感[嘻嘻][嘻嘻][嘻嘻][嘻嘻]	1
[太开心]真的有额，好开心，谢谢主页君，谢谢可口可乐，要到中心店哦，有时间限制吗？[可怜]//@可口可乐湖北: 还有@mr_wang1026 @盛夏泡沫旅纪 @?沫er 恭喜以上中奖者凭此微博，在汉口@武汉新世界百货中心店 制作专属的可口可乐昵称瓶[礼物][心]	1
回复@明星造型师舟舟:谢谢周周。平安顺利！ //@明星造型师舟舟:祝亲爱的好友秋生日快乐今晚许愿成真呀。我在柳州遥祝啦。 //@庆艳秋:同乐！[蛋糕]  //@唐哥V:比我大三天[哈哈]生日快乐！	1
回复@海中贝贝:哪里哪里！过奖过奖！[可爱][可爱][可爱] //@海中贝贝:不错啊，赵老师很上镜嘛，哈哈	1
好可爱的奶茶铺，其他的同志们去了没去了没？[可爱]	1
[爱你]健康过大年，平安迎新春！ 食不过饱，饮不过量，玩莫无度! 茶需时常饮！	1
[鼓掌]吃，是一种分享[嘻嘻]	1
今冬不容错过的奢华皮草TOP9[爱你]【私享穿衣顾问微信：FashionTalent33 】	1
为了这顿高大上的晚餐，从早上我就没吃东西！容易么我…… #万圣节狂欢# [嘻嘻][嘻嘻] 我在:http://t.cn/zRo3n6V	1
金枪鱼没吃过不要紧，现在豆果免费送你金枪鱼罐头！[鼓掌] 只要你申请试用就有免费品尝到金枪鱼罐头的资格哟！[馋嘴] [哈哈]	1
//@下午茶书系: [嘻嘻]@青年文摘-快点@当当网	1
微笑转而不评，画面胜过言语……[哈哈]后天晚上看是怎么回事吧！[钟]	1
珍惜时间模范小姐。#终于找到早高峰大堵车的大段时间该做什么啦# [爱你][嘻嘻][嘻嘻][嘻嘻][偷笑][偷笑][偷笑][偷笑]	1
@平艺同志 抢票走起来[嘻嘻]//@追逐梦想在路上: 抓紧时间啦~！重在参与[din推撞] @青岛生活情报 @创意精选 @婷Bao_720 //@早报客_爱车: 大家抓紧时间，，明天下午就要开奖啦！！！	1
[哈哈]//@我又被震惊了: 有人问我为什么12星座的人气比12生肖的高	1
[哈哈]//@不乖lily仔: 哈哈宣传下	1
关注气候变化。 //@姚伟_:@super烦烦 @云随影落 @颖乖乖_ 这个加到宝贝详情页[嘻嘻] //@David--叶剑秋:好消息！Are you ready?	1
队长，请继续给力！//@亚芳Yafang: [给力]//@卢学周Golfweek: 队长是好多男粉丝的女神啊。加油！ //@何二美丽:队长威武！超爱队长！@黎佳韵 [爱你][爱你][爱你][花心][花心][花心][鼓掌][鼓掌][鼓掌] //@CLPGATour:@潘仲光 @clpga李红	1
呵呵！[可爱] //@阳光下的大格格:[害羞][害羞]鼓掌鼓掌，回答正确[鼓掌]//@三样菜帮主: 呵呵！是佳佳吗？[可爱] //@阳光下的大格格:哇哦哦，苏帮主又上朝廷台了哈哈哈。你猜你猜我是谁，我猜你猜不对哈哈哈//@三样菜帮主: 呵呵！看到我啦！元旦快乐哦[爱你]	1
回复@新疆美食雷将:雷老师，别闹大家，明天大家过年哩！[偷笑]我们今天在节目里都向广大穆斯林朋友祝贺了。希望大家开开心心的！开心、快乐，比什么都好！[可爱]	1
关云长语言很搞笑，很现代；情节很空洞，很简单；动作很给油，很利落。整个感觉很有让子弹飞的感觉。导演很给油，关云长竟然还有三角恋，太不厚道了！[嘻嘻]	1
回复@烟罡罡:肯定有吧，俺还仔细找了，但没找到。要是能拍到一张神农架白蛇，我会幸福昏过去的。 //@烟罡罡:现在山里有蛇吗？ //@空游无依:哈哈，是，负氧离子超标几百倍。猴子呀，萌得人心都化掉的猴子在后来的行程里才会出现。[太开心] //@天涯袖舞: 负离子严重超标，没看到猴子啊？	1
好政策喔[鼓掌]签证方便了说走就走@XMAN_宗介@Pietro_Lau@行者橙子@闹闹飞@MYMY菲@米色司候 //@悦微小鱼:这个必须赞 查了下申根外，有澳大利亚、奥地利、加拿大、捷克、爱尔兰、日本、韩国、英国、美国、智利、爱沙尼亚、以色列、斯洛文尼亚等签证的都可以直接申请	1
我也是[太开心] //@我婶婶滴脑海里:明天只想洗个澡，看朵花，吃顿饭，外加睡个觉	1
有这样漂亮的妹子，下次我也去赶摆！[哈哈]	1
CCTV---3综艺盛典正在播出！[哈哈]	1
[鼓掌]//@唐家三少: 百度盗版我的内容，能有20万页。那他是不是该陪我10亿？//@哑巴: 两万页……一亿元…… //@新浪科技:证据两万页，装满一推车。	1
嗯。//@经典丶私房菜:爱原本就是一种习惯~[爱你]  @教您做睿智女人	1
[鼓掌] //@精品达人俱乐部: 【有奖转发】加#真爱无添加#转发本微博，写下你心中less is more爱情定理并@5位好友，就有机会赢取FANCL锁水保湿面膜一盒。20份大礼等待送出，结果将于8月9日公布~	1
刚看了场电影回来，家附近新开一家嘉禾影城，不错不错[鼓掌][鼓掌]	1
@维他命羊  又出发去吃了……@每日维他命Beijing @其实我叫Julia @西大西 [泪] //@每日维他命Beijing:[太开心]周五咯！下午咯！@维他命羊 你要对整个办公室美女们的身材负责！[跳舞花] //@其实我叫Julia: 在这里工作真幸福啊！！！原谅我开新得没办法低调~@维他命羊	1
阚哥的菜还是那么炉火纯青呀[嘻嘻]	1
回复@圈里圈外and瑟琳娜:就是啊，那他（她）得多可悲 //@圈里圈外and瑟琳娜:捡到刷爆[嘻嘻][嘻嘻]	1
和昨天一样阴霾的天，但笑容更灿烂[哈哈] 嗓子有点疼[失望]	1
诶呦 惊鸿一瞥~[爱你]//@水瓶座宝典: [衰]	1
哈~ 可爱的宝贝~ //@Z雅芳: 宝贝们真棒[鼓掌][鼓掌][鼓掌][鼓掌][花心]@狼屁屁 @厦门罗宾森购物广场 @A_Pun去流浪 @雅琼爱美食 @joker说 @哇miu @Hi哒 @朵朵的快乐时光 @林琨智	1
顾客面前耍大葱！[哈哈]	1
[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻]大家注意哦 //@夏骏:方便面也是。	1
好水润的周日[爱你] 我在:http://t.cn/zjog1ih	1
//@陶然万柳世界:让鲆叔说书名好不容易[得意地笑]//@李鲆: 有意思的书。书名也有趣。//@陶然万柳世界:谢谢！[嘻嘻]//@秦庆瑞: 好书！//@陶然万柳世界: @黄剑波RUC @何慕古 @北京晨光书店 //@世界图书出版公司北京: [赞]	1
[话筒]祝你生日快乐，祝你生日快乐。。。。[音乐][音乐]关门口店帮客人庆生。[鼓掌][鼓掌]笑得多甜，美女生日快乐哟！！！	1
@粽子皮_16n @钟Sir-- @海岩-sea  //@侯???:@姗姗大王 宝宝免疫力下降的4种原因，准妈妈爸爸们为了孩子快点来学习吧！！[亲亲]	1
飘雪的早晨很有意境[嘻嘻]@沈太玲 @路灯摄影 @ailf爱老范 @火狐传媒老李 //@TAMRON腾龙镜头:期待各位的成片啊！[鼓掌]	1
[moc?]//@桃子夭夭2010: [赞]//@绿映红雪未央柳: 我倒~~！！！//@良家族的GraceVV: 噗，淳于老师乃真是！！！！太绝啦！！！！//@VV良家族的露露: [哈哈][给力]//@田田哇要好好学习去见翡翠: [奥特曼]	1
#约惠海航 圆梦飞翔#【惠享直减】购票购票购票，直减直减直减[打哈欠] 这不冲突，也很科学，来海航官网购票，管够，管实惠http://t.cn/zRpYB9r [嘻嘻] 每天500个名额，20元的直减，ok的赶快来[赞] 今天第二波15点开始~	1
#小米早间新发现#有个好玩的事跟大家通报一下，李锦记地铁酱料橱窗，二维码可直接链接到菜谱，每次扫都有不一样的惊喜！菜谱简单到位非常实用，尤其适合没有太多时间的上班族和初学者~太有创意啦！[哈哈]喜欢的大家可以试试啊！ [鼓掌]	1
湖中亭顶有小平同志生平连环画，看到没[哈哈]	1
